,comment,like,time,title_list
152, @DanDanStonk  It is not really direct reference but there is a scene where Gumayusi is looking at his family picture. That softly implied at him looking at his brothers and sisters achievement,2,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
153,TOP GOAT is Zeus,0,3 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
154,Whoever directed and edited this deserves a raise! I got goosebumps for real!,11,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
155,These videos are top tier and they push the hype so much I hope Riot keep on doing those every year,5,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
156,"It's awesome, how much effort these guys put in a mere tease. I'm so excited that my eyes are about to burst into tears..",65,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
157,"Haganos recordar esta final como el final feliz que se merece este roster de T1. Por favor Faker, traela a casa por tus muchachos. T1 Fighting! ZOFGK Fighting! Siempre los llevare en mi corazon aunque se separen ",40,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
158,"네번째 우승은 우리 팀을 위한 것입니다 하고 서로를 보며 웃는 우리 선수들 모습,지난날들의 장면을 보면서 눈물나네 ㅜㅜ우승 축하해 제오페구케!",11,3 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
159,ONE OF THE BEST FINALS TEASER!The changes of the childhood and the current pic of each players on the last part of this video was a nice touch.,321,4 days ago (edited),T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
160,nah jdg vs t1 was a better teasernvm u said finals teaser,7,4 days ago (edited),T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
161,no,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
162,Actually a little bit dissapointed with this one. Too bad the semi-final one is better than the finals one.,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
163, @evaq3894 yeah maybe because the Semi finals match up makes more sense to be finals level than the Finals itself lol.,0,3 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
164,와..이걸 또 이렇게 연출하네진짜 소름돋았다…,7,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
165,5:02 GOOSEBUMPS Let's go T1!!,11,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
166,팀원을 위한 우승 부분에서 눈물이 흘러내렸다.,7,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
167,This year had the most hype trailers of all time. Every single one was an absolute banger.,5,2 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
168,와.. 4:52 네번째 우승은 우리 팀을 위한 것입니다 액자에 제오페구케 보자마자 울컥하네ㅠ 이기자 T1!!,2,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
169,I don't know but when T1 is the one that is playing on the finals its set the league on whole another kind of level.,893,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
170,Better luck next time for t1,3,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
171, @ndnd7614 be better in games next time because your hardstuck bronze,49,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
172,warding here for when the Worlds is finished,7,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
173, @Syoraka control warding here to deny your vision ,1,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
174, @ndnd7614 gonna put some wards your name so I'll be back after the finals with t1's trophy.,3,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
175," @millionelectricvolts6117  how dare you, now I need to go back here at the comment section to ward again..",0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
176, @ndnd7614  u going cry after today :),3,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
177, @ndnd7614  just roaming around here after game 2 :),4,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
178, @ndnd7614  how are you bronzie?,4,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
179,"Man, this was such a good teaser! I loved it when Faker said the 4th one was for his teammates. They definitely deserved the championship after making it to Finals every time for the past 2 years! Go T1!",3,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
180,This T1 roster is the most loved iteration! EVERYONE is elated for your win T1! CONGRATS!,9,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
181,Absolute Goosebumps bro! I hope this is not the last year this Roster will play men that's kinda sad and happy at the same time! Wins this one T1!,8,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
182,최소 2년은 더 해야한다,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
183,"I think not only T1 but also Weibo is deserved to be the Chamption. Both team and each member in these teams have great storylines. So no matter which team holds the title, I'm sure that the story of World 2023 will definitely be the lengend!!!",13,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
184,I CRIED! IT'S SO GOOD! GIVE ALL YOUR BEST FOR BOTH TEAMS!,8,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
185,제발.. 페이커와 t1이 네 번째 우승을 거머쥐며 완벽한 서사가 완성되기를....,79,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
186,Winner T1,3,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
187,Can we all agree that this tease is one of the best tease out there for finals.,7,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
188,와 페이커가 이번에는 팀을 위해서 입니다 하니까 딱 울컥하네... 티원 화이팅,5,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
189,"T1 was never the challenger after allIt was LPL, who were challenging T1 at WorldsShout out to all the teams at 2023 Worlds for showcasing stunning performances",10,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
190,진짜..눈물난다페이커 팬된지 10년.. 오늘 팀을위해 우승해줘!!!!!!!,7,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
191,"best worlds finals teaser ever, awesome opening ceremony, stage, everything was perfect. Wish the match itself delivered more than the stomp it was. I came in really wanting WBG to win and while I'm happy for T1, I would have loved if the series was a close game5 no matter who won, but it was over so fast. Best buildup of all time with the worst pay off, but congrats to T1 anyways they deserve it",1,1 day ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
192,"T1 supremacy, just that was happen. God Zeus and Keria playing at their best",0,13 hours ago (edited),T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
193, One of the BEST World Finals into's LOLESPORTS has ever made!!! I feel like this is one of the most important Worlds Finals we've ever seen in 10 years!  GO T1!!!!!,258,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
194,아…이번 티져도 눈물나게 미쳤다ㅠㅠㅠㅠㅠ,3,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
195,"4:53 정말.. 사랑한다 우리혁. 사랑한다 T1. 제오페구케.. 얼마나 더 외칠 수 있을까 생각이 들면서 눈물 나는건 어쩔 수 없다.. 진짜 지금의 T1 정말 사랑하고 응원한다. 힘내고, 끝까지 의심하고, 끝까지 집중해서 우승컵들자! 정말 간절하다.. 사랑해! 화이팅!",4,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
196,웨어강웨어강웨어강웨어강웨어강웨어강웨어강웨어강웨어강웨어강웨어강웨어강웨어강웨어강웨어강,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
197,"These producers need a raise, absolutely world class",6,3 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
198,"This is going to be so huge, I'm shaking and I'm so scared, go T1 please keep fighting!!!",13,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
199,"wow well done, this is the first one that had me sobbing, I love T1 and  this was perfect, this team is the most dear to me, thank you for this",4,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
200,"오늘, 드디어 오늘이다. 상혁아 이번엔 진짜 울기 싫다. 그래서 너의 4번째 롤드컵을 너무나도 간절히 바라지만, 팬인 내가 이정도로 바라는데 팀의 주장이고 10년 롤판 역사의 장점에 서있는 너가 결승에서 진 후의 기분이 어떨지를 상상해보니 그냥 묵묵히 응원하고 간절히 바라는게 내 일이라고 생각이 든다. 지면 많이 힘들겠지만 져도 너에 대한 이 마음이 꺾일리는 없을 것 같아. 오늘 누구보다 크게 소리지르면서 응원할게 방심하지말고 감기조심하고 화이팅하자 제오페구케 화이팅 T1 화이팅",53,4 days ago (edited),T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
201,지금까지 보여준 모습을 보면지더라도 감사함을 듬뿍담은박수를 보내줄 수 있을거 같습니다너무 멋졌습니다,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
202,가족도 아니고 오바싼다 ㅋㅋ 니 인생이나 열심히 살아라 게이야…,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
203, @user-hv3vr8cf8q 에휴 감성없는 ㅅㄲ;삭막한 세상에서 감성적인걸 자꾸 배척하는 쿨찐우울증형 인간니처럼 사는게 불쌍한거다이 댓글은 찐팬이라서 감동적이기만 한데 뭘,0,3 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
204, @user-hv3vr8cf8q 사람마다 느낄수 있는건 다르다고 생각함 그러나 생각이 다르다는것에 끝나는게 아니라 굳이와서 욕하는게 제일 이해 안감,0,3 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
205,We wooon... Be happy for us!!!! ,0,12 hours ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
206,"T1... This part, feels like an oscar worthy short film. To see my most favorite team, with my most favorite gamer, win again... This is like... Proof God exists. That miracles can still happen~",7,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
207,Here it is T1!!! Have fun and have a banger series!!! We can do this T1 FIGHTING! ,49,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
208,I hope WBG wins. I don't even like them. I just want to see all the Faker fanboys cry .,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
209, @DonKey496  Now you cry instead,2,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
210, @DonKey496 T1 just won. Cry now,1,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
211,"우승하고 나니 문득, 4번째 우승은 팀을 위한 우승이라는 말과 함께 좌절하던 팀원들의 옛 모습이 스쳐지나간 후에 웃으면서 팀원들을 기다리는 페이커와 함께 흘러나와 모든 t1 팬들을 눈물흘리게 만든 gods-뉴진스가 새삼 대단하게 느껴지네.... 사랑합니다.",1,2 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
212,10년 T1과 Faker 서사의 대단원같다... 간절히 우승으로 서사의 피날레를 갖기를 기원합니다.Legends never die.,2,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
213,"I was rooting for DRX last worlds because of their fairy tale journey through Worlds but now I have switched to T1, hopefully this year is their year to win it all",2,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
214,Hoping for T1 to win this championship!!!!!,189,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
215,they did my friend,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
216,Yes they did. I'm so proud,1,4 days ago (edited),T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
217,"He did it bro, for the legacy and his teammates.",0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
218,팀을 위한 우승.. 제오페구캐 한자리에 있는 사진 보자마자 울컥했다 ,10,4 days ago (edited),T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
219,"It's so nice to see Faker evolve through the years. He once dominated the mid lane but now even if he's not the most dominant in his lane, he has become a key TEAM PLAYER for T1 especially this roster. Please be together and with Coach Tom make a back-to-back win!!",8,3 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
220,T1... 우승하고 다같이 기쁨의 눈물을 흘리자!!!!!!!!!!!!!!! 후회없이 경기하자!!!!!!!!!!!!!!!,6,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
221,Let’s go TheShy！ 在決賽展現精彩的對決！Fighting ！打破質疑！,4,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
222,모두를 위한 승리를 위해 T1 파이팅!!!아 광광 울었네ㅠㅠㅠ,3,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
223,THEY DIDI IT! AGAIN AND AGAIN! Teasers this year are legendary. I hope they win an award for it,47,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
224,Espero um dia poder ver qual time vai  chegar ao final da estrada dourada.. é se tornar o verdadeiro dream team de todo league of legends,1,2 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
225,"""The 3rd title was for myself......this 4th title, is for my teammates""Come on, Faker, you didn't have to make me cry like that.",8,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
226,"페이커의 한마디에 울컥해버렸음 ㅠㅠ4번째 우승은 팀을 위한것입니다 ...ㅠ_ㅠ 그저 울어요..여기까지 와준것 만으로도 너무 고마운데, 조금만 더 바랄께. 부담줘서 미안해.. 제오페구케 가보자!!!!",6,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
227,PHIL CHOI MUST MAKE ALL TEASERS! They were amazing! Well Done Phil Choi and the Team,4,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
